0
"1942, 1949, 1951, 1952, 1963, 1981, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1993, 1994, 1995, 1997, 1998, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2009, 2011, 2013, 2021, 2022, 2023, 2024, 2025"
