Player,Hometown,High School,Class,Position,Seasons,seasons_played,lat,lon,state,country,is_illinois,is_us,is_international,has_geocode
Joe Cross,"Carbondale, Ill.",Carbondale,,G,"['1998-99', '1999-00', '2000-01']",3,37.7274692,-89.216655,IL,United States,True,True,False,True
Marcus Griffin,"Peoria, Ill.",Manual,,F,"['1999-00', '2000-01']",2,40.6938609,-89.5891008,IL,United States,True,True,False,True
Nate Mast,"Champaign, Ill.",Central,,G,"['1998-99', '1999-00', '2000-01']",3,40.1164841,-88.2430932,IL,United States,True,True,False,True
Sergio McClain,"Peoria, Ill.",Manual,,F,"['1997-98', '1998-99', '1999-00', '2000-01']",4,40.6938609,-89.5891008,IL,United States,True,True,False,True
Brett Melton,"Mahomet, Ill.",Mahomet-Seymour,,G,"['2000-01', '2001-02']",2,40.195142,-88.4052266,IL,United States,True,True,False,True
Cory Bradford,"Memphis, Tenn.",Raleigh Egypt,,G,"['1997-98', '1998-99', '1999-00', '2000-01', '2001-02']",5,35.1460249,-90.0517638,TN,United States,False,True,False,True
Damir Krupalija,"Rockford, Ill.",Boylan,,F,"['1998-99', '1999-00', '2000-01', '2001-02']",4,42.2713945,-89.093966,IL,United States,True,True,False,True
Frank Williams,"Peoria, Ill.",Manual,,G,"['1998-99', '1999-00', '2000-01', '2001-02']",4,40.6938609,-89.5891008,IL,United States,True,True,False,True
Lucas Johnson,"Des Plaines, Ill.",Maine West,,F,"['1998-99', '1999-00', '2000-01', '2001-02']",4,42.0415823,-87.8873916,IL,United States,True,True,False,True
Robert Archibald,"Ballwin, Mo.",Lafayette,,F,"['1998-99', '1999-00', '2000-01', '2001-02']",4,38.5961694,-90.5387318,MO,United States,False,True,False,True
Walter Young,,,,,['2001-02'],1,,,,,False,True,False,False
Blandon Ferguson,"Oakland, Calif.",St. Joseph Notre Dame,,F,"['2001-02', '2002-03']",2,37.8044557,-122.271356,CA,United States,False,True,False,True
Brian Cook,"Lincoln, Ill.",Lincoln,,F,"['1999-00', '2000-01', '2001-02', '2002-03']",4,40.1481349,-89.3636569,IL,United States,True,True,False,True
Clayton Thomas,"Elgin, Ill.",Larkin,,F,"['1999-00', '2000-01', '2001-02', '2002-03']",4,42.03726,-88.2810994,IL,United States,True,True,False,True
Kyle Wilson,"Plano, Texas",Dallas Jesuit,,F,['2002-03'],1,33.0136764,-96.6925096,TX,United States,False,True,False,True
Nick Huge,"Charlotte, N.C.",Christian,,G,"['2001-02', '2002-03']",2,35.2272086,-80.8430827,NC,United States,False,True,False,True
Sean Harrington,"Bartlett, Ill.",Elgin,,G,"['1999-00', '2000-01', '2001-02', '2002-03']",4,41.9908485,-88.1850028,IL,United States,True,True,False,True
Aaron Spears,"Chicago, Ill.",Dunbar,,F/C,"['2002-03', '2003-04']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Jerrance Howard,"Peoria, Ill.",Peoria,,G,"['1999-00', '2000-01', '2001-02', '2002-03', '2003-04']",5,40.6938609,-89.5891008,IL,United States,True,True,False,True
Deron Williams,"The Colony, Texas",The Colony,,G,"['2002-03', '2003-04', '2004-05']",3,33.0890094,-96.8863922,TX,United States,False,True,False,True
Fred Nkemdi,"North Riverside, Ill.",Riverside-Brookfield,,F,"['2003-04', '2004-05']",2,41.84686,-87.8152024,IL,United States,True,True,False,True
Jack Ingram,"San Antonio, Texas",Marshall,,F/C,"['2002-03', '2003-04', '2004-05']",3,29.4246002,-98.4951405,TX,United States,False,True,False,True
Luther Head,"Chicago, Ill.",Manley,,G,"['2001-02', '2002-03', '2003-04', '2004-05']",4,41.8755616,-87.6244212,IL,United States,True,True,False,True
Nick Smith,"Valrico, Fla.",Bloomingdale,,C,"['2000-01', '2001-02', '2002-03', '2003-04', '2004-05']",5,27.9484265,-82.2362155,FL,United States,False,True,False,True
Roger Powell,"Joliet, Ill.",Joliet,,F,"['2001-02', '2002-03', '2003-04', '2004-05']",4,41.5263603,-88.0840212,IL,United States,True,True,False,True
Dee Brown,"Maywood, Ill.",Proviso East,,G,"['2002-03', '2003-04', '2004-05', '2005-06']",4,41.8789942,-87.8436412,IL,United States,True,True,False,True
James Augustine,"Mokena, Ill.",Lincoln-Way Central,,F/C,"['2002-03', '2003-04', '2004-05', '2005-06']",4,41.5261437,-87.8892189,IL,United States,True,True,False,True
Jeremiah Wise,"Maywood, Ill.",Proviso East,,G,['2006-07'],1,41.8789942,-87.8436412,IL,United States,True,True,False,True
Marcus Arnold,"Chicago, Ill.",Morgan Park,,F,"['2004-05', '2005-06', '2006-07']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
Rich McBride,"Springfield, Ill.",Lanphier,,G,"['2003-04', '2004-05', '2005-06', '2006-07']",4,39.7990175,-89.6439575,IL,United States,True,True,False,True
Warren Carter,"Dallas, Texas",Lake Highlands,,F,"['2003-04', '2004-05', '2005-06', '2006-07']",4,32.7762719,-96.7968559,TX,United States,False,True,False,True
Brian Carlwell,"Maywood, Ill.",Proviso East,,C,"['2006-07', '2007-08']",2,41.8789942,-87.8436412,IL,United States,True,True,False,True
Brian Randle,"Peoria, Ill.",Notre Dame,,F,"['2003-04', '2004-05', '2005-06', '2006-07', '2007-08']",5,40.6938609,-89.5891008,IL,United States,True,True,False,True
Chris Hicks,"Chicago, Ill.",Whitney Young,,G,"['2005-06', '2006-07', '2007-08']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
Jamar Smith,"Peoria, Ill.",Richwoods,,G,"['2005-06', '2006-07', '2007-08']",3,40.6938609,-89.5891008,IL,United States,True,True,False,True
Rodney Alexander,"Benton Harbor, Mich.",Benton Harbor,,F,['2007-08'],1,42.1167065,-86.4541894,MI,United States,False,True,False,True
Shaun Pruitt,"Aurora, Ill.",West Aurora,,C,"['2004-05', '2005-06', '2006-07', '2007-08']",4,41.7571701,-88.3147539,IL,United States,True,True,False,True
Steve Holdren,"Champaign, Ill.",Centennial,,G,"['2006-07', '2007-08']",2,40.1164841,-88.2430932,IL,United States,True,True,False,True
C.J. Jackson,"Buena Vista, Ga.",Tri-County,,F,"['2005-06', '2006-07', '2008-09']",3,32.3190398,-84.5171411,GA,United States,False,True,False,True
Calvin Brock,"Chicago, Ill.",Simeon,,G,"['2004-05', '2005-06', '2006-07', '2007-08', '2008-09']",5,41.8755616,-87.6244212,IL,United States,True,True,False,True
Chester Frazier,"Baltimore, Md.",Lake Clifton-Eastern,,G,"['2005-06', '2006-07', '2007-08', '2008-09']",4,39.2908816,-76.610759,MD,United States,False,True,False,True
Trent Meacham,"Champaign, Ill.",Centennial,,G,"['2005-06', '2006-07', '2007-08', '2008-09']",4,40.1164841,-88.2430932,IL,United States,True,True,False,True
Alex Legion,"Detroit, Mich.",Oak Hill Academy,,G,"['2007-08', '2008-09', '2009-10']",3,42.3315509,-83.0466403,MI,United States,False,True,False,True
Bubba Chisholm,"Champaign, Ill.",Central,,G,"['2008-09', '2009-10']",2,40.1164841,-88.2430932,IL,United States,True,True,False,True
Dominique Keller,"Port Arthur, Texas",Memorial,,F,"['2008-09', '2009-10']",2,29.8716577,-93.9332302,TX,United States,False,True,False,True
Jeff Jordan,"Highland Park, Ill.",Loyola Academy,,G,"['2007-08', '2008-09', '2009-10']",3,42.1836719,-87.7993245,IL,United States,True,True,False,True
Richard Semrau,"Grafton, Ohio",Lutheran West,,C,"['2006-07', '2007-08', '2008-09', '2009-10']",4,41.2725522,-82.0545892,OH,United States,False,True,False,True
Stan Simpson,"Chicago, Ill.",Simeon,,C,"['2008-09', '2009-10']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Bill Cole,"Peoria, Ill.",Richwoods,,F,"['2007-08', '2008-09', '2009-10', '2010-11']",4,40.6938609,-89.5891008,IL,United States,True,True,False,True
Demetri McCamey,"Bellwood, Ill.",St. Joseph,,G,"['2007-08', '2008-09', '2009-10', '2010-11']",4,41.8814184,-87.88319,IL,United States,True,True,False,True
Jereme Richmond,"Waukegan, Ill.",Waukegan,,G/F,['2010-11'],1,42.3602273,-87.8318164,IL,United States,True,True,False,True
Mike Davis,"Alexandria, Va.",T.C. Williams,,F,"['2007-08', '2008-09', '2009-10', '2010-11']",4,38.8051095,-77.0470229,VA,United States,False,True,False,True
Mike Tisdale,"Riverton, Ill.",Riverton,,C,"['2007-08', '2008-09', '2009-10', '2010-11']",4,39.8442164,-89.5395417,IL,United States,True,True,False,True
Crandall Head,"Matteson, Ill.",Rich South,,G,"['2010-11', '2011-12']",2,41.509832,-87.739267,IL,United States,True,True,False,True
Jean Selus,"Montreal, Quebec",Winter Garden (Fla.),,G,"['2010-11', '2011-12']",2,45.5031824,-73.5698065,,Quebec,False,False,True,True
Meyers Leonard,"Robinson, Ill.",Robinson,,C,"['2010-11', '2011-12']",2,39.0053201,-87.7391936,IL,United States,True,True,False,True
Sam Maniscalco,"Chicago, Ill.",St. Patrick,,G,['2011-12'],1,41.8755616,-87.6244212,IL,United States,True,True,False,True
Brandon Paul,"Gurnee, Ill.",Warren,,G,"['2009-10', '2010-11', '2011-12', '2012-13']",4,42.3702996,-87.9020186,IL,United States,True,True,False,True
D.J. Richardson,"Peoria, Ill.",Central,,G,"['2009-10', '2010-11', '2011-12', '2012-13']",4,40.6938609,-89.5891008,IL,United States,True,True,False,True
Devin Langford,"Hunstville, Ala.",Lee,,G/F,"['2011-12', '2012-13']",2,,,AL,United States,False,True,False,False
Ibby Djimde,"Bamako, Mali",Huntington (W. Va.) Prep,,F/C,"['2011-12', '2012-13']",2,12.649319,-8.000337,,Mali,False,False,True,True
Kevin Berardini,"Lake Forest, Ill.",Lake Forest,,G,"['2010-11', '2011-12', '2012-13']",3,42.2586461,-87.8407055,IL,United States,True,True,False,True
Mike Shaw,"Chicago, Ill.",De La Salle,,F,"['2011-12', '2012-13']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Myke Henry,"Chicago, Ill.",Orr,,G/F,"['2011-12', '2012-13']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Sam McLaurin,"Havana, Fla.",East Gadsden,,F/C,['2012-13'],1,30.6255617,-84.4153769,FL,United States,False,True,False,True
Tyler Griffey,"Wildwood, Mo.",Lafayette,,F,"['2009-10', '2010-11', '2011-12', '2012-13']",4,38.5806948,-90.6314374,MO,United States,False,True,False,True
Darius Paul,"Gurnee, Ill.",Warren,,F,['2013-14'],1,42.3702996,-87.9020186,IL,United States,True,True,False,True
Jon Ekey,"Independence, Mo.",Chrisman,,F,['2013-14'],1,39.0924792,-94.4137923,MO,United States,False,True,False,True
Joseph Bertrand,"Sterling, Ill.",Sterling,,G,"['2009-10', '2010-11', '2011-12', '2012-13', '2013-14']",5,41.788253,-89.6953656,IL,United States,True,True,False,True
Aaron Cosby,"Louisville, Ky.",Northfield Mount Hermon (Mass.),,G,"['2013-14', '2014-15']",2,38.2542376,-85.759407,KY,United States,False,True,False,True
Ahmad Starks,"Chicago, Ill.",Whitney Young,,G,"['2013-14', '2014-15']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Austin Colbert,"Chesapeake, Va.",Gill St. Bernard's (N.J.),,F,"['2013-14', '2014-15']",2,36.7168315,-76.2494453,VA,United States,False,True,False,True
Nnanna Egwu,"Chicago, Ill.",Saint Ignatius,,F/C,"['2011-12', '2012-13', '2013-14', '2014-15']",4,41.8755616,-87.6244212,IL,United States,True,True,False,True
Rayvonte Rice,"Champaign, Ill.",Centennial,,G,"['2012-13', '2013-14', '2014-15']",3,40.1164841,-88.2430932,IL,United States,True,True,False,True
Ryan Schmidt,"Bloomington, IL",Bloomington Central Catholic,,G,['2014-15'],1,40.4797828,-88.9939147,IL,United States,False,True,False,True
Kendrick Nunn,"Chicago, Ill.",Simeon,,G,"['2013-14', '2014-15', '2015-16']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
Khalid Lewis,"Trenton, N.J.",Trenton Catholic,,G,['2015-16'],1,40.2203074,-74.7659,NJ,United States,False,True,False,True
Mike LaTulip,"Arlington Heights, Ill.",Prospect,,G,"['2012-13', '2013-14', '2014-15', '2015-16']",4,42.0811563,-87.9802164,IL,United States,True,True,False,True
Alex Austin,"Chicago, Ill.",Mount Carmel,,G,"['2014-15', '2015-16', '2016-17']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
D.J. Williams,"Chicago, Ill.",Simeon,,G,"['2015-16', '2016-17']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Jalen Coleman-Lands,"Indianapolis, Ind.",La Lumiere,,G,"['2015-16', '2016-17']",2,39.7683331,-86.1583502,IN,United States,False,True,False,True
Jaylon Tate,"Chicago, Ill.",Simeon,,G,"['2013-14', '2014-15', '2015-16', '2016-17']",4,41.8755616,-87.6244212,IL,United States,True,True,False,True
Malcolm Hill,"Fairview Heights, Ill.",Belleville East,,G,"['2013-14', '2014-15', '2015-16', '2016-17']",4,38.5889386,-89.990382,IL,United States,True,True,False,True
Maverick Morgan,"Springboro, Ohio",Springboro,,C,"['2013-14', '2014-15', '2015-16', '2016-17']",4,39.5522815,-84.2332718,OH,United States,False,True,False,True
Mike Thorne Jr.,"Fayetteville, N.C.",Trinity Christian,,C,"['2015-16', '2016-17']",2,35.0525759,-78.878292,NC,United States,False,True,False,True
Tracy Abrams,"Chicago, Ill.",Mount Carmel,,G,"['2011-12', '2012-13', '2013-14', '2014-15', '2015-16', '2016-17']",6,41.8755616,-87.6244212,IL,United States,True,True,False,True
Cameron Liss,"Northbrook, Ill.",Glenbrook North,,F,"['2014-15', '2015-16', '2016-17', '2017-18']",4,42.128704,-87.8265089,IL,United States,True,True,False,True
Clayton Jones,"Champaign, Ill.",Central,,G,"['2016-17', '2017-18']",2,40.1164841,-88.2430932,IL,United States,True,True,False,True
Greg Eboigbodin,"Benin City, Nigeria",University of Detroit Jesuit,,F,['2017-18'],1,6.3330586,5.6221058,,Nigeria,False,False,True,True
Leron Black,"Memphis, Tenn.",White Station,,F,"['2014-15', '2015-16', '2016-17', '2017-18']",4,35.1460249,-90.0517638,TN,United States,False,True,False,True
Mark Alstork,"Dayton, Ohio",Thurgood Marshall,,G,['2017-18'],1,39.7589478,-84.1916069,OH,United States,False,True,False,True
Mark Smith,"Peoria, Ill.",Richwoods,,F,"['1977-78', '1978-79', '1979-80', '1980-81', '2017-18']",5,40.6938609,-89.5891008,IL,United States,True,True,False,True
Matic Vesel,"Ljubljana, Slovenia",Domžale,,F,['2017-18'],1,46.0500268,14.5069289,,Slovenia,False,False,True,True
Michael Finke,"Champaign, Ill.",Centennial,,F,"['2014-15', '2015-16', '2016-17', '2017-18']",4,40.1164841,-88.2430932,IL,United States,True,True,False,True
Te'Jon Lucas,"Milwaukee, Wis.",Washington,,G,"['2016-17', '2017-18']",2,43.0386475,-87.9090751,WI,United States,False,True,False,True
Aaron Jordan,"Plainfield, Ill.",East,,G,"['2015-16', '2016-17', '2017-18', '2018-19']",4,41.6086711,-88.2054345,IL,United States,True,True,False,True
Adonis De La Rosa,"The Bronx, N.Y.",Christ the King,,C,['2018-19'],1,40.8466508,-73.8785937,NY,United States,False,True,False,True
Alan Griffin,"Ossining, N.Y.",Archbishop Stepinac,,G,['2018-19'],1,41.1613168,-73.8620367,NY,United States,False,True,False,True
Anthony Higgs,"Baltimore, Md.",Perry Hall,,F,['2018-19'],1,39.2908816,-76.610759,MD,United States,False,True,False,True
Drew Cayce,"Libertyville, Ill.",La Lumiere (Ind.),,G,"['2016-17', '2017-18', '2018-19']",3,42.2830786,-87.9531303,IL,United States,True,True,False,True
Samba Kane,"Dakar, Senegal",Florida Prep Academy,,C,['2018-19'],1,14.693425,-17.447938,,Senegal,False,False,True,True
Tevian Jones,"Chandler, Ariz.",Culver City (Calif.),,G,['2018-19'],1,33.3062031,-111.841185,AZ,United States,False,True,False,True
Andres Feliz,"Guachupita, Dominican Republic",West Oaks Academy (Fla.),,G,"['2018-19', '2019-20']",2,18.496744,-69.8839466,,Dominican Republic,False,False,True,True
Kipper Nichols,"Cleveland, Ohio",St. Edward,,F,"['2015-16', '2016-17', '2017-18', '2018-19', '2019-20']",5,41.4996574,-81.6936772,OH,United States,False,True,False,True
Samson Oladimeji,"Rolling Meadows, Ill.",Fremd,,F,"['2016-17', '2017-18', '2018-19', '2019-20']",4,42.0841936,-88.0131275,IL,United States,True,True,False,True
Adam Miller,"Peoria, Ill.",Morgan Park,,G,['2020-21'],1,40.6938609,-89.5891008,IL,United States,True,True,False,True
Ayo Dosunmu,"Chicago, Ill.",Morgan Park,,G,"['2018-19', '2019-20', '2020-21']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
Edgar Padilla Jr.,"Carolina, Puerto Rico",San Ignacio de Loyola,,G,['2020-21'],1,18.3640599,-65.9526682,PR,United States,False,True,False,True
Giorgi Bezhanishvili,"Rustavi, Georgia",The Patrick School (N.J.),,F,"['2018-19', '2019-20', '2020-21']",3,41.54309,45.0112804,GA,United States,False,True,False,True
Jermaine Hamlin,"Lincoln, Ill.",Lincoln,,C,"['2019-20', '2020-21']",2,40.1481349,-89.3636569,IL,United States,True,True,False,True
Tyler Underwood,"Champaign, Ill.",Nacogdoches (Texas),,G,"['2017-18', '2018-19', '2019-20', '2020-21']",4,40.1164841,-88.2430932,IL,United States,True,True,False,True
Zach Griffith,"Fisher, Ill.",Fisher,,F,"['2018-19', '2019-20', '2020-21']",3,40.3147555,-88.3500541,IL,United States,True,True,False,True
Alfonso Plummer,"Fajardo, Puerto Rico",Colegio La Luz Juncos,Graduate Student,,['2021-22'],1,18.3278026,-65.6561832,PR,United States,False,True,False,True
Andre Curbelo,"Vega Baja, Puerto Rico",Long Island Lutheran (N.Y.),Sophomore,,"['2020-21', '2021-22']",2,18.4177658,-66.3994474,PR,United States,False,True,False,True
Austin Hutcherson,"New York, N.Y.",The Hun School (N.J.),Graduate Student,,"['2019-20', '2020-21', '2021-22']",3,40.7127281,-74.0060152,NY,United States,False,True,False,True
Benjamin Bosmans-Verdonk,"Lommel, Belgium",KA Pegasus,Redshirt Sophomore,,"['2019-20', '2020-21', '2021-22']",3,51.2305657,5.3076895,,Belgium,False,False,True,True
Brandin Podziemski,"Muskego, Wis.",St. John's Northwestern,Freshman,,['2021-22'],1,42.905848,-88.1389779,WI,United States,False,True,False,True
Da'Monte Williams,"Peoria, Ill.",Manual,Senior,,"['2017-18', '2018-19', '2019-20', '2020-21', '2021-22']",5,40.6938609,-89.5891008,IL,United States,True,True,False,True
Jacob Grandison,"Oakland, Calif.",Phillips Exeter (N.H.),Graduate Student,,"['2019-20', '2020-21', '2021-22']",3,37.8044557,-122.271356,CA,United States,False,True,False,True
Kofi Cockburn,"Kingston, Jamaica",Oak Hill Academy (Va.),Junior,,"['2019-20', '2020-21', '2021-22']",3,17.9712148,-76.7928128,,Jamaica,False,False,True,True
Omar Payne,"Kissimmee, Fla.",Montverde,Junior,,['2021-22'],1,28.2918995,-81.4075838,FL,United States,False,True,False,True
Trent Frazier,"Wellington, Fla.",Wellington,Senior,,"['2017-18', '2018-19', '2019-20', '2020-21', '2021-22']",5,26.6549551,-80.2375279,FL,United States,False,True,False,True
Brandon Lieb,"Deerfield, Ill.",Deerfield,,C,"['2020-21', '2021-22', '2022-23']",3,42.1711365,-87.8445119,IL,United States,True,True,False,True
Connor Serven,"Prairie City, Ill.",St. Rita,,F,"['2020-21', '2021-22', '2022-23']",3,40.6211512,-90.4620731,IL,United States,True,True,False,True
Jayden Epps,"Norfolk, Va.",Combine Academy (N.C.),,G,['2022-23'],1,36.8493695,-76.2899539,VA,United States,False,True,False,True
Matthew Mayer,"Austin, Texas",Westlake,,G/F,['2022-23'],1,30.2711286,-97.7436995,TX,United States,False,True,False,True
Paxton Warden,"Glen Ellyn, Ill.",Glenbard West,,G,['2022-23'],1,41.8775293,-88.0670118,IL,United States,True,True,False,True
RJ Melendez,"Arecibo, Puerto Rico",Central Pointe Christian (Fla.),,G,"['2021-22', '2022-23']",2,18.4047499,-66.6810353,PR,United States,False,True,False,True
Amani Hansberry,"Silver Spring, Md.",Mount Saint Joseph,Freshman,,['2023-24'],1,38.9997621,-77.0240371,MD,United States,False,True,False,True
Coleman Hawkins,"Sacramento, Calif.",Prolific Prep,Senior,,"['2020-21', '2021-22', '2022-23', '2023-24']",4,38.5810606,-121.493895,CA,United States,False,True,False,True
Dain Dainja,"Brooklyn Park, Minn.",Park Center,Redshirt Junior,,"['2021-22', '2022-23', '2023-24']",3,45.1004807,-93.3443585,MN,United States,False,True,False,True
Justin Harmon,"Chicago, Ill.",Curie,Graduate Student,,['2023-24'],1,41.8755616,-87.6244212,IL,United States,True,True,False,True
Luke Goode,"Fort Wayne, Ind.",Homestead,Junior,,"['2021-22', '2022-23', '2023-24']",3,41.0799898,-85.1386015,IN,United States,False,True,False,True
Marcus Domask,"Waupun, Wis.",Waupun,Graduate Student,,['2023-24'],1,43.633216,-88.7296352,WI,United States,False,True,False,True
Max Williams,"Chicago, Ill.",IMG Academy (Fla.),Senior,,['2023-24'],1,41.8755616,-87.6244212,IL,United States,True,True,False,True
Niccolo Moretti,"Bologna, Italy",DME Academy (Fla.),Redshirt Freshman,,"['2022-23', '2023-24']",2,44.4938203,11.3426327,,Italy,False,False,True,True
Quincy Guerrier,"Montreal, Quebec",Thetford Academy,Graduate Student,,['2023-24'],1,45.5031824,-73.5698065,,Quebec,False,False,True,True
Sencire Harris,"Canton, Ohio",St. Vincent-St. Mary,Sophomore,,"['2022-23', '2023-24']",2,40.7985464,-81.3749508,OH,United States,False,True,False,True
Terrence Shannon Jr.,"Chicago, Ill.",IMG Academy (Fla.),Fifth Year,,"['2022-23', '2023-24']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Carey Booth,"Englewood, Colo.",Brewster Academy (N.H.),Sophomore,,['2024-25'],1,39.6482059,-104.9879641,CO,United States,False,True,False,True
Dra Gibbs-Lawhorn,"Lafayette, Ind.",Word of God Christian Academy (N.C.),Sophomore,,"['2023-24', '2024-25']",2,40.4191229,-86.8919011,IN,United States,False,True,False,True
Kasparas Jakucionis,"Vilnius, Lithuania",,Freshman,,['2024-25'],1,54.6870458,25.2829111,,Lithuania,False,False,True,True
Keaton Kutcher,"Mount Vernon, Iowa",Mount Vernon,Redshirt Junior,,"['2023-24', '2024-25']",2,41.9222443,-91.4171209,IA,United States,False,True,False,True
Morez Johnson Jr.,"Riverdale, Ill.",Thornton Township,Freshman,,['2024-25'],1,41.6333678,-87.6331021,IL,United States,True,True,False,True
Tre White,"Dallas, Texas",Prolific Prep (Calif.),Junior,,['2024-25'],1,32.7762719,-96.7968559,TX,United States,False,True,False,True
Will Riley,"Kitchener, Ontario, Canada",The Phelps School (Pa.),Freshman,,['2024-25'],1,43.451291,-80.4927815,,Canada,False,False,True,True
AJ Redd,"Chicago, Ill.",St. Ignatius,Senior,,"['2022-23', '2023-24', '2024-25', '2025-26']",4,41.8755616,-87.6244212,IL,United States,True,True,False,True
Andrej Stojakovic,"Thessaloniki, Greece",Jesuit,Junior,,['2025-26'],1,40.6403167,22.9352716,,Greece,False,False,True,True
Ben Humrichous,"Tipton, Ind.",Tipton,Graduate Student,,"['2024-25', '2025-26']",2,40.2899154,-86.058442,IN,United States,False,True,False,True
Blake Fagbemi,"Naperville, Ill.",Benet Academy,Freshman,,['2025-26'],1,41.7728699,-88.1479278,IL,United States,True,True,False,True
Brandon Lee,"San Juan, Puerto Rico",The Patrick School (N.J.),Freshman,,['2025-26'],1,18.465299,-66.116666,PR,United States,False,True,False,True
David Mirkovic,"Niksic, Montenegro",,Freshman,,['2025-26'],1,42.7739388,18.9488097,,Montenegro,False,False,True,True
Jake Davis,"McCordsville, Ind.",Cathedral,Junior,,"['2024-25', '2025-26']",2,39.8939648,-85.9219417,IN,United States,False,True,False,True
Jason Jakstys,"Yorkville, Ill.",Yorkville,Redshirt Freshman,,"['2024-25', '2025-26']",2,41.6411409,-88.4472948,IL,United States,True,True,False,True
Keaton Wagler,"Shawnee, Kan.",Shawnee Mission Northwest,Freshman,,['2025-26'],1,39.0273676,-95.7627535,KS,United States,False,True,False,True
Kylan Boswell,Champaign Ill.,AZ Compass Prep,Senior,,"['2024-25', '2025-26']",2,40.1164841,-88.2430932,IL,United States,True,True,False,True
Mihailo Petrovic,"Prokuplje, Serbia",,Sophomore,,['2025-26'],1,43.2343484,21.5884422,,Serbia,False,False,True,True
Tomislav Ivisic,"Vodice, Croatia",,Junior,,"['2024-25', '2025-26']",2,43.7588065,15.7769182,,Croatia,False,False,True,True
Ty Rodgers,"Saginaw, Mich.",Thornton Township (Ill.),Redshirt Junior,,"['2022-23', '2023-24', '2024-25', '2025-26']",4,43.4200387,-83.9490365,MI,United States,False,True,False,True
Zvonimir Ivisic,"Vodice, Croatia",,Junior,,['2025-26'],1,43.7588065,15.7769182,,Croatia,False,False,True,True
